"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@bizmarkiedesade And they realized that if they have the machines just self-reference, they take a lot less power a＃ https://t.co/HohcVqV0qn",FALSE,0,"brofax",2017-12-04 23:37:39,TRUE,"937827871128633344","937828274817810433","13505842","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","brofax",0,FALSE,FALSE,NA,NA
"2","And my top 10 films of 2017 are:
10. The Day After
9. Lady Macbeth
8. mother!
7. Dunkirk
6. The Killing of a Sacred＃ https://t.co/5lQ1HyugFp",FALSE,1,"WhitlockAndPope",2017-12-04 23:23:29,TRUE,"937824061782142976","937824708493565956","2262666514","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhitlockAndPope",1,FALSE,FALSE,NA,NA
"3","Just saw the #alphago movie on Google play. Funny how happy I was seeing all the *people* I remember during the eve＃ https://t.co/Gcy41bu3NB",FALSE,0,NA,2017-12-04 23:12:51,TRUE,NA,"937822034901553152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeffrey_kane",0,FALSE,FALSE,NA,NA
"4","RT @KurzweilAINews: Alpha Go Zero trains itself to be most powerful Go player in the world https://t.co/O8iZszizzN",FALSE,0,NA,2017-12-04 22:26:16,FALSE,NA,"937810312627187712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LealFirm",11,TRUE,FALSE,NA,NA
"5","RT @GoFederationRu: AlphaGo Zero = Define on computer Go server?
https://t.co/9XT3EmgWo4
Moves typical for AlphaGo, made by Define https://＃",FALSE,0,NA,2017-12-04 22:14:47,FALSE,NA,"937807420708941824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Reeves_spirea",6,TRUE,FALSE,NA,NA
"6","RT @chrisalbon: AlphaGo documentary https://t.co/mRJ5JcK6Sh

Forget Star Wars, I want to see this so bad.",FALSE,0,NA,2017-12-04 21:43:44,FALSE,NA,"937799606401765376",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i旬S</a>","tenenmatt",48,TRUE,FALSE,NA,NA
"7","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 21:31:40,FALSE,NA,"937796572355747845",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FBiavati",130,TRUE,FALSE,NA,NA
"8","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 21:25:05,FALSE,NA,"937794913277751296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","neilmartis17",8,TRUE,FALSE,NA,NA
"9","AlphaGo Zero = Define on computer Go server?
https://t.co/9XT3EmgWo4
Moves typical for AlphaGo, made by Define https://t.co/G4OHLwhE3b",FALSE,15,NA,2017-12-04 21:13:12,FALSE,NA,"937791921275265024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GoFederationRu",6,FALSE,FALSE,NA,NA
"10","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 20:40:59,FALSE,NA,"937783817334640642",NA,"<a href=""http://techmeme.com/about"" rel=""nofollow"">Techmeme Editors</a>","TechmemeChatter",8,TRUE,FALSE,NA,NA
"11","RT @tegmark: New AI breakthrough: in the space of a few days, starting tabula rasa, #AI blows away 3,000 yrs of human Go wisdom: https://t.＃",FALSE,0,NA,2017-12-04 20:25:36,FALSE,NA,"937779944435912709",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonikaWikstrm",467,TRUE,FALSE,NA,NA
"12","RT @livuni_eeecs: Four more days before this Thursday's screening of the documentary on how DeepMind's AlphaGo was able to revolutionise ou＃",FALSE,0,NA,2017-12-04 19:41:02,FALSE,NA,"937768727642279936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pgwhwong",4,TRUE,FALSE,NA,NA
"13","What AlphaGo Zero Means for the Future of AI https://t.co/gNvU5iO6wZ The possibilities that emerge as AI progresses＃ https://t.co/o2S5iNpdHg",FALSE,0,NA,2017-12-04 19:37:52,TRUE,NA,"937767933861773312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ryonck",0,FALSE,FALSE,NA,NA
"14","@okw Hey Olef, check out the first item in this newsletter (and subscribe!). It reminded of what you said about a l＃ https://t.co/xPuCyoxsS8",FALSE,1,"okw",2017-12-04 19:36:54,TRUE,NA,"937767688486744065","77643","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","connerdowney",0,FALSE,FALSE,NA,NA
"15","RT @ShaneLegg: The story behind AlphaGo is now available online :-) https://t.co/OgYQfjbqZ3",FALSE,0,NA,2017-12-04 19:29:17,FALSE,NA,"937765772646076418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ceobillionaire",28,TRUE,FALSE,NA,NA
"16","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 19:25:52,FALSE,NA,"937764910913720323",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ceobillionaire",130,TRUE,FALSE,NA,NA
"17","Nocturama, AlphaGo, Lady Macbeth, Raw, Columbus. https://t.co/R0nOTFwUoa",FALSE,0,NA,2017-12-04 18:46:22,FALSE,NA,"937754969465393152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhitlockAndPope",0,FALSE,FALSE,NA,NA
"18","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 18:07:35,FALSE,NA,"937745209667940352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chrisella",8,TRUE,FALSE,NA,NA
"19","No More Playing Games: AlphaGo AI to Tackle Some Real World Challenges #postsapiens https://t.co/TEk1tpkSnH",FALSE,0,NA,2017-12-04 18:04:23,FALSE,NA,"937744406974730240",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","bocquenet",0,FALSE,FALSE,NA,NA
"20","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 17:59:02,FALSE,NA,"937743060141727744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimLCOBeav72",8,TRUE,FALSE,NA,NA
"21","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 17:49:07,FALSE,NA,"937740563868200960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","undo76",196,TRUE,FALSE,NA,NA
"22","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 17:17:52,FALSE,NA,"937732697807622144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SophieCFischer",8,TRUE,FALSE,NA,NA
"23","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 17:11:27,FALSE,NA,"937731086628646912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HappyKewlGuy",8,TRUE,FALSE,NA,NA
"24","RT @Gregory_C_Allen: America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＊s＃",FALSE,0,NA,2017-12-04 17:02:22,FALSE,NA,"937728799646605317",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i旬S</a>","KumarAGarg",8,TRUE,FALSE,NA,NA
"25","Baidu＊s AI robot upstaged by Google＊s AlphaGo in show down against humans 
https://t.co/KQatTzGAyN",FALSE,0,NA,2017-12-04 17:01:35,FALSE,NA,"937728600932941825",NA,"<a href=""https://twitter.com/DD_Jessica_"" rel=""nofollow"">JES_DD_App_2</a>","DD_Jessica_",0,FALSE,FALSE,NA,NA
"26","America＊s Sputnik moment occured when we saw we were behind and fought to regain tech leadership. AlphaGo was China＃ https://t.co/vHPuU1OnOW",FALSE,12,NA,2017-12-04 16:56:08,TRUE,NA,"937727230536503296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gregory_C_Allen",8,FALSE,FALSE,NA,NA
"27","RT @chrisalbon: My toddler and my roomba are both vacuuming separately. Step aside AlphaGo, this is the real human vs. AI challenge.",FALSE,0,NA,2017-12-04 16:19:41,FALSE,NA,"937718055810998272",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SamanthaZeitlin",3,TRUE,FALSE,NA,NA
"28","Google＊s DeepMind unveils #AlphaGo #AI that learns from itself and beat its predecessors https://t.co/Ytl7JW4pWW",FALSE,0,NA,2017-12-04 16:06:37,FALSE,NA,"937714769271934976",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","Jean_Paul_Felix",0,FALSE,FALSE,NA,NA
"29","RT @EBKania: The livestream of AlphaGo＊s win over Ke Jie was also censored on the Chinese Internet, and clearly it and Google remain somewh＃",FALSE,0,NA,2017-12-04 15:39:33,FALSE,NA,"937707957697044480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kennethpayne01",11,TRUE,FALSE,NA,NA
"30","This More Powerful Version of #AlphaGo Learns On Its Own | #AI https://t.co/Win9rL6k0X",FALSE,0,NA,2017-12-04 15:21:18,FALSE,NA,"937703364183379968",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","Jean_Paul_Felix",0,FALSE,FALSE,NA,NA
"31","@aaron_hoffman I guess that＊s not really the part that interests me.

ML used to be about enabling simple tasks (im＃ https://t.co/n8tZRpmT6A",FALSE,2,"aaron_hoffman",2017-12-04 15:15:43,TRUE,"937697233889349633","937701958856728576","17867484","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","braddwyer",0,FALSE,FALSE,NA,NA
"32","Is innovation focused on marginal gains rather than finding fundamental game changers?  Great challenge by＃ https://t.co/K5mUgiFM5i",FALSE,0,NA,2017-12-04 15:10:13,TRUE,NA,"937700576665767936",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Colinstrong",0,FALSE,FALSE,NA,NA
"33","https://t.co/tDk1WBLSHN Artificial Intelligence as Structural Estimation: Economic Interpretations of Deep Blue, Bo＃ https://t.co/mUZYhEIzlj",FALSE,0,NA,2017-12-04 14:41:24,TRUE,NA,"937693324277841921",NA,"<a href=""http://nep.repec.org"" rel=""nofollow"">NEP by RePEc</a>","RePEc_NEP_BIG",0,FALSE,FALSE,NA,NA
"34","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 14:28:29,FALSE,NA,"937690073713307648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","manuel_lmartin",196,TRUE,FALSE,NA,NA
"35","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 14:17:47,FALSE,NA,"937687379732783104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PyMike00",130,TRUE,FALSE,NA,NA
"36","RT @chrisalbon: AlphaGo documentary https://t.co/mRJ5JcK6Sh

Forget Star Wars, I want to see this so bad.",FALSE,0,NA,2017-12-04 14:11:25,FALSE,NA,"937685777756098562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gzavaletavargas",48,TRUE,FALSE,NA,NA
"37","What AlphaGo Zero teaches us about what＊s going wrong with innovation https://t.co/Q8zGKgZty9",FALSE,0,NA,2017-12-04 12:45:56,FALSE,NA,"937664267200983040",NA,"<a href=""http://www.everyonesocial.com"" rel=""nofollow"">EveryoneSocial</a>","HakunaMa_DATA",0,FALSE,FALSE,NA,NA
"38","RT @chrisalbon: My toddler and my roomba are both vacuuming separately. Step aside AlphaGo, this is the real human vs. AI challenge.",FALSE,0,NA,2017-12-04 12:43:29,FALSE,NA,"937663650902560768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JScelza",3,TRUE,FALSE,NA,NA
"39","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 12:32:15,FALSE,NA,"937660823920660481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Don_Rafael",130,TRUE,FALSE,NA,NA
"40","Ya gotta love working in an industry where you lose points in a job interview for not knowing a wholly self-taught＃ https://t.co/KO6usB8Iv4",FALSE,0,NA,2017-12-04 12:00:17,TRUE,NA,"937652778616401920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tiltonsalgebra",0,FALSE,FALSE,NA,NA
"41","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 11:50:47,FALSE,NA,"937650388479741952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_jockr",130,TRUE,FALSE,NA,NA
"42","RT @livuni_eeecs: Four more days before this Thursday's screening of the documentary on how DeepMind's AlphaGo was able to revolutionise ou＃",FALSE,0,NA,2017-12-04 10:27:02,FALSE,NA,"937629309992423425",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","edustoo",4,TRUE,FALSE,NA,NA
"43","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 10:13:03,FALSE,NA,"937625789859811328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michaelbhaskar",196,TRUE,FALSE,NA,NA
"44","AlphaGo scares me more than any other AI. Unlike chess, beating a master Go player takes more than just algorithms.＃ https://t.co/vosvilhZCb",FALSE,0,"anywalien",2017-12-04 10:04:07,TRUE,"937621806999003136","937623542778048512","2434359744","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anywalien",0,FALSE,FALSE,NA,NA
"45","RT @livuni_eeecs: Four more days before this Thursday's screening of the documentary on how DeepMind's AlphaGo was able to revolutionise ou＃",FALSE,0,NA,2017-12-04 10:00:30,FALSE,NA,"937622631687311360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LivUni_CompSci",4,TRUE,FALSE,NA,NA
"46","RT @livuni_eeecs: Four more days before this Thursday's screening of the documentary on how DeepMind's AlphaGo was able to revolutionise ou＃",FALSE,0,NA,2017-12-04 09:59:47,FALSE,NA,"937622454339547136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vavasdotorg",4,TRUE,FALSE,NA,NA
"47","RT @EBKania: The livestream of AlphaGo＊s win over Ke Jie was also censored on the Chinese Internet, and clearly it and Google remain somewh＃",FALSE,0,NA,2017-12-04 09:58:28,FALSE,NA,"937622119126654976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maritalp",11,TRUE,FALSE,NA,NA
"48","RT @chrisalbon: AlphaGo documentary https://t.co/mRJ5JcK6Sh

Forget Star Wars, I want to see this so bad.",FALSE,0,NA,2017-12-04 09:29:33,FALSE,NA,"937614842164338690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joaquinpais",48,TRUE,FALSE,NA,NA
"49","RT @EBKania: The livestream of AlphaGo＊s win over Ke Jie was also censored on the Chinese Internet, and clearly it and Google remain somewh＃",FALSE,0,NA,2017-12-04 09:20:32,FALSE,NA,"937612574614581248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jln_bund",11,TRUE,FALSE,NA,NA
"50","Added to Wishlist https://t.co/pExTYghU6A",FALSE,3,NA,2017-12-04 09:09:13,FALSE,NA,"937609725658542080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gobum",0,FALSE,FALSE,NA,NA
"51","RT @adriancolyer: Comparing AlphaGo Zero to its predecessors: the key changes that led to such a dramatic improvement in game play (5,185 E＃",FALSE,0,NA,2017-12-04 09:06:44,FALSE,NA,"937609101542133760",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i旬S</a>","Ezku",15,TRUE,FALSE,NA,NA
"52","Four more days before this Thursday's screening of the documentary on how DeepMind's AlphaGo was able to revolution＃ https://t.co/YW8yOkhYYk",FALSE,2,NA,2017-12-04 08:36:17,TRUE,NA,"937601440394203137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","livuni_eeecs",4,FALSE,FALSE,NA,NA
"53","RT @adriancolyer: Comparing AlphaGo Zero to its predecessors: the key changes that led to such a dramatic improvement in game play (5,185 E＃",FALSE,0,NA,2017-12-04 08:23:32,FALSE,NA,"937598230875033600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexey_r",15,TRUE,FALSE,NA,NA
"54","RT @chrisalbon: AlphaGo documentary https://t.co/mRJ5JcK6Sh

Forget Star Wars, I want to see this so bad.",FALSE,0,NA,2017-12-04 08:20:56,FALSE,NA,"937597576970465280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","icecold_spinbot",48,TRUE,FALSE,NA,NA
"55","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 08:05:09,FALSE,NA,"937593601978023936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","upulba",196,TRUE,FALSE,NA,NA
"56","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 07:40:35,FALSE,NA,"937587422354796544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xihanli",130,TRUE,FALSE,NA,NA
"57","RT @EBKania: The livestream of AlphaGo＊s win over Ke Jie was also censored on the Chinese Internet, and clearly it and Google remain somewh＃",FALSE,0,NA,2017-12-04 07:13:21,FALSE,NA,"937580566727315456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tianran",11,TRUE,FALSE,NA,NA
"58","Baidu＊s AI bot upstaged by Google＊s AlphaGo in square off against humans https://t.co/a2aIou76Su",FALSE,0,NA,2017-12-04 06:58:15,FALSE,NA,"937576767744888832",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","AIofTheDay",0,FALSE,FALSE,NA,NA
"59","Damn, it won't let me watch the damn alphago documentary :/",FALSE,0,NA,2017-12-04 06:51:27,FALSE,NA,"937575058482089985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LabbiCayron",0,FALSE,FALSE,NA,NA
"60","RT @MikeTamir: AlphaGo Zero 每 How and Why it Works 每 Tim Wheeler https://t.co/pO2wAPHfrC #AI #DeepLearning #MachineLearning #DataScience ht＃",FALSE,0,NA,2017-12-04 06:31:25,FALSE,NA,"937570015846395905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drorylewis",34,TRUE,FALSE,NA,NA
"61","※One interesting approach is for governments to fund [innovation] for breakthroughs§  https://t.co/2Z4dkCG5p1",FALSE,2,NA,2017-12-04 06:23:08,FALSE,NA,"937567929410957312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheLeanAcademic",0,FALSE,FALSE,NA,NA
"62","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 05:45:48,FALSE,NA,"937558533519953920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kailashnath_k",196,TRUE,FALSE,NA,NA
"63","RT @nature: A new version of AlphaGo is able to teach itself to master Go, starting from a blank slate and without human input https://t.co＃",FALSE,0,NA,2017-12-04 04:47:23,FALSE,NA,"937543835059568640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yon_wahyu",93,TRUE,FALSE,NA,NA
"64","RT @nature: A new version of AlphaGo is able to teach itself to master Go, starting from a blank slate and without human input https://t.co＃",FALSE,0,NA,2017-12-04 04:31:39,FALSE,NA,"937539874143342592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yon_wahyu",49,TRUE,FALSE,NA,NA
"65","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 04:17:46,FALSE,NA,"937536381085085696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DuenezGuzman",130,TRUE,FALSE,NA,NA
"66","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 04:08:40,FALSE,NA,"937534091141947392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jigarkdoshi",130,TRUE,FALSE,NA,NA
"67","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 03:52:57,FALSE,NA,"937530135904948224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mcinnovative",196,TRUE,FALSE,NA,NA
"68","RT @singularityhub: No More Playing Games: AlphaGo AI to Tackle Some Real World Challenges https://t.co/L7JsY1iAdd https://t.co/VZNqg3YdHn",FALSE,0,NA,2017-12-04 03:42:49,FALSE,NA,"937527584644124673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdrianneFinley2",25,TRUE,FALSE,NA,NA
"69","@unormal the alphago stuff where it's learning the game now without a human library of games is more scary to me

o＃ https://t.co/5LvW0UDhXs",FALSE,0,"unormal",2017-12-04 03:36:46,TRUE,"937524902973837312","937526064150077440","31951039","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","rje",0,FALSE,FALSE,NA,NA
"70","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 03:19:15,FALSE,NA,"937521655529787393",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aiprgirl",130,TRUE,FALSE,NA,NA
"71","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 02:44:22,FALSE,NA,"937512877614776321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","letranger14",130,TRUE,FALSE,NA,NA
"72","RT @chrisalbon: My toddler and my roomba are both vacuuming separately. Step aside AlphaGo, this is the real human vs. AI challenge.",FALSE,0,NA,2017-12-04 02:31:30,FALSE,NA,"937509638295162882",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ericmjl",3,TRUE,FALSE,NA,NA
"73","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 02:23:02,FALSE,NA,"937507508251279361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ngi644",130,TRUE,FALSE,NA,NA
"74","My toddler and my roomba are both vacuuming separately. Step aside AlphaGo, this is the real human vs. AI challenge.",FALSE,41,NA,2017-12-04 02:20:59,FALSE,NA,"937506990758096896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrisalbon",3,FALSE,FALSE,NA,NA
"75","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 02:19:36,FALSE,NA,"937506643360829440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iainreiddesign",196,TRUE,FALSE,NA,NA
"76","RT @demishassabis: So excited that the #AlphaGo documentary and the behind the scenes story of the dramatic match in Seoul is now available＃",FALSE,0,NA,2017-12-04 02:10:51,FALSE,NA,"937504443368534016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kuia_Leyk",130,TRUE,FALSE,NA,NA
"77","RT @chrisalbon: AlphaGo documentary https://t.co/mRJ5JcK6Sh

Forget Star Wars, I want to see this so bad.",FALSE,0,NA,2017-12-04 01:55:51,FALSE,NA,"937500666162970624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iraquitan_filho",48,TRUE,FALSE,NA,NA
"78","RT @EBKania: The livestream of AlphaGo＊s win over Ke Jie was also censored on the Chinese Internet, and clearly it and Google remain somewh＃",FALSE,0,NA,2017-12-04 01:47:39,FALSE,NA,"937498604809240577",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gregmgrant",11,TRUE,FALSE,NA,NA
"79","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 01:43:56,FALSE,NA,"937497667340341248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Clara_Durodie",196,TRUE,FALSE,NA,NA
"80","RT @EBKania: The livestream of AlphaGo＊s win over Ke Jie was also censored on the Chinese Internet, and clearly it and Google remain somewh＃",FALSE,0,NA,2017-12-04 01:36:32,FALSE,NA,"937495804906033152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HostileSpectrum",11,TRUE,FALSE,NA,NA
"81","RT @alphagomovie: #AlphaGo Movie is now available to rent and buy on @GooglePlay &amp; heading to other on-demand platforms on 8 December! http＃",FALSE,0,NA,2017-12-04 01:26:30,FALSE,NA,"937493282367594496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DSM06",196,TRUE,FALSE,NA,NA
"82","RT @paulmozur: Unsure whether to read into Google CEO Sundar Pichai being shunted to a panel instead of given his own speech. He immediatel＃",FALSE,0,NA,2017-12-04 01:26:13,FALSE,NA,"937493208468094976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ramkiprasad",7,TRUE,FALSE,NA,NA
